id,score
100000,5.605189396301284
100001,5.395803120452911
100002,5.36055321933236
100003,5.748273280507419
100004,5.806416643346893
100005,5.908251014538109
100006,5.553665917483158
100007,5.32236896676477
100008,5.645352150546387
100009,5.491083032917231
100010,5.8214440659066895
100011,5.778952883141756
100012,5.27321569994092
100013,5.532655002549291
100014,5.755802055529784
100015,5.458173419174273
100016,5.517893102951348
100017,5.815167957342055
100018,5.691440697853977
100019,6.202031039021676
100020,5.944218069780618
100021,5.283879529582919
100022,5.648230531834997
100023,5.736798971949611
100024,5.620956952305278
100025,5.818474380997941
100026,5.9213336262328085
100027,5.807107975851977
100028,5.585594404314179
100029,5.466700140372268
100030,5.902499509509653
100031,5.4063864065974485
100032,5.496674908034038
100033,5.781843615171965
100034,5.6747210068351706
100035,5.505590711702098
100036,5.4422507556009805
100037,5.723075723857619
100038,5.524289577035233
100039,5.775506343983579
100040,5.766167950860108
100041,5.546657812636113
100042,6.023848624347011
100043,5.561233169704792
100044,5.553520187037066
100045,5.629568195159664
100046,5.782002720050514
100047,5.552067863231059
100048,5.708484178719118
100049,5.566998550842982
100050,5.95734066539444
100051,5.536833731039224
100052,5.528374646382872
100053,6.1032628429238684
100054,5.485404604580253
100055,5.179843283374794
100056,5.20692382910056
100057,5.552890724677127
100058,5.673388391674962
100059,5.149193050630856
100060,5.313283775467426
100061,5.279371858036029
100062,5.5864956399891526
100063,5.330125199587201
100064,5.553412694483995
100065,5.4342706688912585
100066,5.644274550315458
100067,5.823887648875825
100068,5.827559098339407
100069,6.017546975053847
100070,5.818511628545821
100071,5.614195933841984
100072,5.440294099971652
100073,6.005291400710121
100074,5.538634258555248
100075,5.518980057793669
100076,5.7224489516811445
100077,5.521303770117811
100078,5.740773357858416
100079,5.503234421950765
100080,5.017020830651745
100081,5.4169345011760015
100082,5.402442065998912
100083,5.725603381157271
100084,5.79141403795802
100085,5.313116363948211
100086,5.403870986614493
100087,5.151640890107956
100088,5.666364531498402
100089,5.608088517328724
100090,5.890172565646935
100091,5.819148443304584
100092,5.926232549682027
100093,5.956371676875278
100094,5.385256432462484
100095,5.733179061557166
100096,5.5300073004327714
100097,5.333981065545231
100098,5.616035292114248
100099,6.197660370642552
100100,5.173492507019546
100101,4.955285003379686
100102,5.581920303637162
100103,5.9656457748496905
100104,5.442110441632394
100105,6.028807781258365
100106,5.445199360430706
100107,5.579819157253951
100108,6.024409869976807
100109,5.628449543437455
100110,5.74460145716148
100111,6.216083855266334
100112,6.032580839062575
100113,5.450926047749817
100114,5.93797060236102
100115,5.477439346519532
100116,5.535108650219627
100117,5.277481668628752
100118,5.388893249939429
100119,5.840272918376286
100120,5.821346757176798
100121,5.853834677611303
100122,5.471214130870067
100123,5.916836293588858
100124,5.860980003941222
100125,5.455035671126097
100126,5.85777416433848
100127,5.829332343186252
100128,5.8400023699505255
100129,5.424696142334142
100130,5.918069308377199
100131,5.676040789345279
100132,5.678053399286
100133,6.021691711619496
100134,5.513297769248311
100135,5.1331371872802265
100136,5.777032427897211
100137,5.500302258922602
100138,5.890719276911113
100139,6.072679353877902
100140,5.931243200931931
100141,5.364681886247126
100142,5.338852024760854
100143,5.406364637135994
100144,5.761970591880527
100145,5.480880107788835
100146,5.553290031151846
100147,5.597598856780678
100148,5.733615127624944
100149,5.413714533788152
100150,5.823491810937412
100151,5.733450094630825
100152,5.999767114815768
100153,5.978794364040368
100154,5.252626209559821
100155,5.5269380392855965
100156,5.695654321927577
100157,6.105259134841617
100158,5.398225272423588
100159,5.372082361485809
100160,5.452917127338878
100161,5.919722472972353
100162,5.81660674601153
100163,6.013977374095703
100164,5.445512477774173
100165,5.637950342425029
100166,5.900749478576472
100167,5.843049946590327
100168,5.860741718526697
100169,5.184937433921732
100170,5.745206444422365
100171,5.55229054717347
100172,5.203411681432044
100173,5.68382370078325
100174,5.568754726060433
100175,5.920162140355387
100176,5.399823431740515
100177,6.027993615782179
100178,6.054258662858047
100179,5.657055423624115
100180,5.7820380057019065
100181,5.25208129681414
100182,5.608774671331048
100183,6.002451025429764
100184,5.421545061049983
100185,5.593655851873336
100186,5.952054026180122
100187,5.830992567818612
100188,5.635602600174025
100189,5.69094163342379
100190,5.590845267433906
100191,5.57677903433796
100192,5.402590471319854
100193,5.259089362691157
100194,5.556642732582986
100195,5.696080809691921
100196,5.573814697476337
100197,5.623263514251448
100198,5.86465369729558
100199,5.639224933373043
100200,5.432740953750908
100201,5.4293991856320645
100202,5.435934860841371
100203,5.737888641655445
100204,5.838430597446859
100205,5.846319194301032
100206,5.71732700872235
100207,5.77144585212227
100208,6.240114890417317
100209,5.870495179435238
100210,5.909740520713967
100211,5.157209893135587
100212,5.785177840618417
100213,5.218376807519235
100214,5.748914703246555
100215,5.443633566843346
100216,5.226698808430228
100217,5.648630956071429
100218,5.50246935877658
100219,5.509831629693508
100220,5.837347425349435
100221,6.027193439542316
100222,5.799443575757323
100223,5.531099090527277
100224,5.454840054386295
100225,5.213660138018895
100226,5.8999850622567465
100227,5.706264185475448
100228,5.603641989167954
100229,5.2711894736858085
100230,5.095491584041156
100231,5.926893617463065
100232,5.779271672014147
100233,5.487130297027761
100234,5.538757080212236
100235,5.552885262062773
100236,5.608748008264229
100237,5.220582297341025
100238,5.439542442909442
100239,5.4645474287099205
100240,5.744515711870918
100241,5.670149946206948
100242,5.284417740476783
100243,5.412045065197162
100244,5.44697537238244
100245,6.117223149398342
100246,4.881811188883148
100247,5.703063782304525
100248,5.594679021713091
100249,5.552381941204658
100250,5.49968336058555
100251,5.566535330301122
100252,5.690753267219407
100253,5.784397338544295
100254,5.588462666273699
100255,5.818409360903388
100256,5.770632154803025
100257,5.317873875028454
100258,5.010104923509061
100259,5.572833738173358
100260,5.675125311478041
100261,5.726009537931532
100262,5.47000553633552
100263,5.720843444898492
100264,5.716884692083113
100265,6.233121677418239
100266,5.666653988489998
100267,5.735898810875369
100268,5.4472009630990215
100269,5.1991577188764495
100270,5.458940882130264
100271,5.183720783039462
100272,5.611680273665115
100273,5.0221521384082735
100274,5.772509194212034
100275,5.430746251964592
100276,5.716144995880313
100277,5.347811181098223
100278,5.5422614058843465
100279,5.326757899718359
100280,5.989488769380841
100281,5.524815184529871
100282,5.545070106163621
100283,5.732515063347819
100284,5.630082228220999
100285,5.433705034112791
100286,6.136455519270385
100287,5.436754124239087
100288,5.491997627876117
100289,5.712392839137465
100290,5.686887767282315
100291,5.396234839456156
100292,5.2511185231560376
100293,5.381043229222996
100294,5.922481686277024
100295,5.510911766148638
100296,5.569030526690767
100297,5.86940994575707
100298,5.874875553796301
100299,5.365638825925998
100300,5.356080141651546
100301,5.743507705628872
100302,5.8849800360621884
100303,5.662649184472684
100304,4.950458248262294
100305,5.392094899114454
100306,5.574963508042856
100307,5.712891572533408
100308,5.613485150854103
100309,5.455161924473941
100310,5.858042081061285
100311,5.854371362482198
100312,5.599465584411519
100313,5.51483824668685
100314,5.601926905219443
100315,5.545076772687025
100316,5.659968736435985
100317,5.056030053179711
100318,5.71232712053461
100319,5.6935256633441895
100320,5.63697348817368
100321,5.771152764180442
100322,5.204504388930218
